Num_Acc,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long
201900000302,5,5,2019,6:58,2,60,60342,2,1,1,1,rue de la répubique,49,
201900000303,6,5,2019,17:00,1,60,60103,1,1,1,2,route nationale 31,49,
201900000304,29,5,2019,18:45,1,62,62014,1,1,1,6,rd 943,50,
201900000305,12,5,2019,11:44,1,62,62170,2,1,1,2,52 Route de la Colline,50,
201900000306,14,8,2019,1:15,5,67,67482,2,1,1,6,SCHIRMECK (ROUTE DE),48,
201900000307,13,8,2019,19:05,1,67,67482,2,3,1,3,DOCTEUR NETTER (RUE DU),48,
201900000308,13,8,2019,13:45,1,67,67218,2,3,1,3,BURKEL (ROUTE),48,
201900000309,13,8,2019,4:55,2,67,67482,2,3,1,1,JEAN JAURES (AVENUE),48,
201900000310,12,8,2019,8:00,1,67,67482,2,1,1,7,GOUJON (RUE DU),48,
201900000311,14,8,2019,19:35,1,67,67180,1,1,1,6,RHIN (ROUTE DU),48,
201900000312,15,8,2019,14:40,1,66,66136,2,1,1,6,DESNOYE (BOULEVARD DR. JOSEPH),42,
201900000313,11,8,2019,4:00,3,66,66136,1,1,1,7,PRADES (AVENUE DE ) ST CHARLES,42,
201900000314,17,8,2019,10:48,1,64,64483,2,1,1,3,LARRAMENDY PIERRE (AVENUE),43,
201900000315,16,8,2019,14:25,1,64,64483,2,3,1,3,THIERS ADOLPHE (BOULEVARD),43,
201900000316,15,8,2019,18:42,1,64,64483,1,1,1,2,ASCAIN (ROUTE D'),43,
201900000317,14,8,2019,9:10,1,64,64189,2,1,1,1,POULOU JEAN  (AVENUE),43,
201900000318,13,8,2019,19:30,1,64,64260,2,1,1,2,LECLERC (BOULEVARD DU GENERAL),43,
201900000319,17,8,2019,23:13,5,64,64445,2,2,1,1,LILAS DES,43,
201900000320,16,8,2019,20:00,1,64,64445,2,1,1,6,JEAN DE LA FONTAINE,43,
201900000321,12,8,2019,15:02,1,64,64445,2,1,2,7,VALERY MEUNIER,43,
201900000322,14,8,2019,23:15,5,64,64122,2,1,2,7,PRINGLE (RUE),43,
201900000323,14,8,2019,16:05,1,63,63124,2,1,1,6,COSTES (RUE DIEUDONNE),45,
201900000324,15,8,2019,17:10,1,62,62826,2,1,1,6,LEON GARET (RUE),50,
201900000325,12,8,2019,18:00,1,62,62765,2,9,1,6,HAUT PONT (QUAI DU....),50,
201900000326,14,8,2019,14:00,1,62,62330,2,1,3,7,GRANDE RUE ( LA ),50,
201900000327,14,8,2019,17:00,1,60,60463,2,6,1,3,SAINT-EXUPERY (RUE DE)_SUD,49,
201900000328,15,8,2019,22:10,5,60,60175,2,1,1,3,JUILLET (RUE JULES),49,
201900000329,16,8,2019,22:40,4,60,60159,1,6,1,3,25E- R.G.A. (AV. DU),49,
201900000330,16,8,2019,10:00,1,60,60057,2,2,1,3,ROUEN (ROUTE DE),49,
201900000331,13,8,2019,18:45,1,59,59512,2,3,1,3,NATIONS UNIES (AVENUE DES),50,
201900000332,13,8,2019,1:15,5,59,59286,2,1,1,7,MOURET COUR/RUE SADI CARNOT FACE CIAT,50,
201900000333,5,8,2019,16:20,1,59,59410,2,2,1,3,ACACIAS AVENUE DES,50,
201900000334,26,7,2019,18:00,1,59,59350,2,3,1,3,DUCORNET RUE,50,
201900000335,27,7,2019,18:00,1,58,58194,2,3,1,6,ARDILLIERS,46,
201900000336,16,8,2019,22:35,5,56,56260,2,1,3,4,VERDUN (AV DE),47,
201900000337,14,8,2019,18:10,1,56,56121,2,6,2,7,BLUM ( BD LEON ),47,
201900000338,13,8,2019,17:10,1,56,56162,1,3,1,3,KERPAPE (ROUTE DE),47,
201900000339,10,8,2019,20:30,1,56,56162,2,7,1,6,Place Gustave le Floch,47,
201900000340,10,8,2019,20:15,1,56,56107,2,6,1,3,LE PORT (ROGER BOULEVARD),47,
201900000341,9,8,2019,17:30,1,56,56083,1,1,1,2,VANNES ( ROUTE DE ),47,
201900000342,16,8,2019,17:55,1,54,54184,2,1,1,6,FOCH (AVENUE),48,
201900000343,16,8,2019,13:45,1,54,54265,2,1,1,3,RD 570,48,
201900000344,16,8,2019,11:00,1,54,54547,2,1,1,2,BARTHOU (BD LOUIS),48,
201900000345,16,8,2019,15:55,1,51,51454,2,1,1,3,RUE DU RUISSELET,49,
201900000346,15,8,2019,18:50,1,51,51454,2,6,1,3,BOULEVARD FRANCHET D'ESPEREY,49,
201900000347,12,8,2019,15:05,1,50,50203,2,3,1,4,ROUGES TERRES (LES),49,
201900000348,11,8,2019,21:15,1,50,50416,2,1,1,1,HAGUE (BOULEVARD DE LA),49,
201900000349,14,8,2019,16:15,1,49,49007,2,1,1,6,PASTEUR AVENUE,47,
201900000350,13,8,2019,15:45,1,49,49007,2,1,1,3,ARNAULD ( HENRI) BOULEVARD,47,
201900000351,13,8,2019,18:48,1,49,49007,2,1,1,3,LEFORT,47,
201900000352,12,8,2019,8:02,1,49,49007,2,2,1,3,ALLONNEAU(AUGUSTE) BOULEVARD,47,
201900000353,9,8,2019,13:15,1,49,49007,2,1,2,3,LEKEU,47,
201900000354,14,8,2019,15:20,1,47,47001,2,1,1,6,530 BLUM (AV. LEON),44,
201900000355,16,8,2019,22:23,5,45,45004,2,9,1,7,RUE DE L' EUROPE,47,
201900000356,17,8,2019,20:10,1,45,45004,1,1,2,6,ECHANGEUR D2060-D2007,47,
201900000357,17,8,2019,16:25,1,44,44184,2,1,2,6,FRATERNITÉ (BOULEVARD DE LA),47,
201900000358,17,8,2019,22:39,3,44,44162,1,1,2,7,RUE DE LA SYONNIERE,47,
201900000359,15,8,2019,1:30,5,44,44109,2,1,1,7,JOSEPH ( RTE DE ST ),47,
201900000360,15,8,2019,12:25,1,44,44132,2,6,1,3,BD REPUBLIQUE/AVENUE DE GAULLE,47,
201900000361,16,8,2019,18:25,1,41,41269,2,1,1,2,ROCHAMBEAU (RUE DU MARECHAL DE),47,
201900000362,12,8,2019,10:50,1,38,38544,2,1,8,3,ANATOLE FRANCE(QUAI),45,
201900000363,15,8,2019,3:50,3,37,37195,2,1,1,6,RD 88,47,
201900000364,17,8,2019,17:10,1,37,37261,2,9,2,7,GANCE (BOULEVARD ABEL),47,
201900000365,16,8,2019,13:00,1,37,37261,2,2,1,6,JAURES (PLACE JEAN),47,
201900000366,13,8,2019,18:30,1,37,37122,1,1,1,6,RD 37,47,
201900000367,12,8,2019,16:55,1,37,37261,2,2,1,2,MAGINOT (AV. ANDRE),47,
201900000368,17,8,2019,23:00,5,35,35238,2,2,3,1,CHATEAUBRIAND (QUAI),48,
201900000369,17,8,2019,20:25,2,35,35278,1,4,2,3,RD 137,48,
201900000370,17,8,2019,8:25,1,35,35238,1,9,3,6,ROCADE 13-14,48,
201900000371,16,8,2019,18:15,1,35,35238,2,1,1,3,GASCOGNE (SQUARE DE),48,
201900000372,15,8,2019,17:55,1,35,35238,2,3,1,3,MITTERAND (MAIL FRANCOIS),48,
201900000373,14,8,2019,20:15,1,35,35051,2,1,1,7,ALLIES (BOULEVARD DES),48,
201900000374,13,8,2019,8:45,1,35,35238,2,1,1,6,DUGUAY TROUIN (QUAI),48,
201900000375,12,8,2019,10:50,1,35,35051,2,3,3,6,VILAINE (COURS DE LA),48,
201900000376,16,8,2019,8:25,1,34,34301,1,3,1,3,RD2 Route de Balaruc,43,
201900000377,16,8,2019,11:50,1,34,34172,2,2,1,3,BARCELONE (RUE DE),43,
201900000378,15,8,2019,19:45,1,34,34172,2,1,1,6,TOURNOI DES SIX NATIONS ( RUE DU ),43,
201900000379,14,8,2019,19:45,1,34,34172,2,2,1,3,MAS ARGELLIERS (AVENUE DU),43,
201900000380,14,8,2019,17:40,1,34,34172,2,1,1,6,CROIX VERTE (RUE DE LA),43,
201900000381,13,8,2019,17:45,1,34,34172,2,2,1,3,GRASSET (AVENUE DU PROFESSEUR),43,
201900000382,14,6,2019,7:11,1,93,93055,2,1,1,3,LOUIS NADOT,48,
201900000383,12,6,2019,11:20,1,93,93055,2,1,1,6,JEAN LOLIVE (AVENUE)(137/FIN ET 134/FIN),48,
201900000384,13,6,2019,17:20,1,93,93053,2,1,2,6,BREMENT (RUE DE) 109 A 235 - 110 A ...,48,
201900000385,13,6,2019,13:45,1,93,93053,2,1,1,4,BOBIGNY (AVENUE DE),48,
201900000386,9,6,2019,5:05,2,93,93053,2,1,1,6,SAINT JUST (RUE),48,
201900000387,2,6,2019,2:56,5,93,93053,1,3,1,7,PARIS (RUE DE),48,
201900000388,19,6,2019,20:10,1,93,93051,2,1,1,6,GABRIEL PERI (AVENUE),48,
201900000389,12,6,2019,10:30,1,93,93051,2,3,1,3,RU DE NESLE (BOULEVARD),48,
201900000390,7,6,2019,19:15,1,93,93051,2,2,3,3,NEUILLY (ROUTE),48,
201900000391,7,6,2019,5:00,2,93,93051,2,1,1,6,UNIVERSITE,48,
201900000392,3,6,2019,13:30,1,93,93033,2,2,1,3,BRAS SAINT ARNOULT,48,
201900000393,7,6,2019,4:25,5,93,93049,2,2,1,3,PARMENTIER (RUE),48,
201900000394,13,6,2019,14:30,1,93,93048,2,1,1,3,PARIS (RUE DE),48,
201900000395,13,6,2019,14:00,1,93,93048,2,1,1,6,PARIS (RUE DE),48,
201900000396,12,6,2019,20:20,2,93,93048,2,3,2,2,VERT BOIS (RUE DU),48,
201900000397,12,6,2019,16:25,1,93,93048,2,2,3,6,ROSNY (RUE DE),48,
201900000398,12,6,2019,14:45,1,93,93048,2,9,3,3,BAUNE (RUE DE LA),48,
201900000399,10,6,2019,18:00,1,93,93048,2,2,1,3,MARCEAU (RUE),48,
201900000400,5,6,2019,19:15,1,93,93048,2,1,1,1,JAURES (AV. JEAN) 1 A 123,48,
201900000401,19,6,2019,10:31,1,93,93046,2,6,1,3,COLONEL FABIEN AVENUE DU,48,
201900000402,19,6,2019,9:37,1,93,93046,2,3,1,3,EUGENE MASSE RUE,48,
201900000403,18,6,2019,19:20,1,93,93015,2,2,1,3,PASTEUR AVENUE,48,
201900000404,14,6,2019,4:00,3,93,93074,1,1,1,7,Route Nationale 3,48,
201900000405,14,6,2019,0:15,5,93,93046,2,2,1,3,EMILE GERARD AVENUE,48,
201900000406,7,6,2019,20:50,2,93,93015,2,9,6,2,PALOMBIERE ALLEE DE LA,48,
201900000407,5,6,2019,17:40,1,93,93074,2,2,2,3,LIMOUSIN RUE DU,48,
201900000408,17,6,2019,8:55,1,93,93045,2,1,1,6,LANGEVIN PAUL RUE,48,
201900000409,11,6,2019,20:15,1,93,93045,2,1,2,6,PARIS RUE DE,48,
201900000410,9,6,2019,17:55,1,93,93045,2,1,1,6,PARIS RUE DE,48,
201900000411,15,6,2019,22:35,5,93,93032,2,1,1,4,JEAN JAURES (AVENUE),48,
201900000412,8,6,2019,13:50,1,93,93032,2,5,1,3,PARMENTIER   (RUE),48,
201900000413,7,6,2019,8:45,1,93,93032,2,3,1,6,MONTGUICHET  (CHEMIN DE),48,
201900000414,4,6,2019,17:10,1,93,93032,2,1,1,3,JULES GUESDES  (RUE,,
201900000415,24,5,2019,19:44,1,93,93032,2,1,1,6,ARISTIDE BRIAND (RUE),48,
201900000416,14,6,2019,17:10,1,93,93031,2,1,1,6,MARNE (AVENUE DE LA),48,
201900000417,13,6,2019,12:55,1,93,93079,2,2,1,3,SAINT LEU (ROUTE),48,
201900000418,11,6,2019,13:00,1,93,93031,2,2,1,1,REPUBLIQUE (AVENUE),48,
201900000419,10,6,2019,19:15,1,93,93031,2,1,1,6,FELIX MERLIN,48,
201900000420,9,6,2019,16:59,1,93,93031,2,2,1,3,JARROW (AVENUE DE),48,
201900000421,7,6,2019,11:42,1,93,93079,2,1,2,6,DIVISION LECLERC (AV),48,
201900000422,4,6,2019,7:55,1,93,93031,2,3,1,3,SAINT LEU (ROUTE DE) 1 à 157,48,
201900000423,18,6,2019,11:20,1,93,93029,2,1,1,1,REPUBLIQUE (DE LA) N° 1-161,48,
201900000424,4,6,2019,17:55,1,93,93029,2,1,8,4,JEAN JAURES (AVENUE) N°,48,
201900000425,4,6,2019,18:22,1,93,93029,2,1,3,6,ANATOLE FRANCE,48,
201900000426,4,6,2019,9:40,1,93,93029,2,3,2,3,MARAT,48,
201900000427,31,5,2019,15:30,1,93,93029,2,2,1,5,MARTYRS DE CHATEAUBRIANT (AV. DES),48,
201900000428,1,6,2019,14:20,1,93,93029,2,1,1,6,ROGER SALENGRO N° 94 - FIN,48,
201900000429,17,6,2019,15:20,1,93,93013,2,2,1,6,LECLERC (AVENU DE LA DIVISION),48,
201900000430,15,6,2019,22:40,5,93,93013,2,9,1,1,VAILLANT (RUE EDOUARD),48,
201900000431,15,6,2019,16:45,1,93,93027,2,1,1,6,CONVENTION (RUE DE LA),48,
201900000432,13,6,2019,20:30,1,93,93030,2,1,1,6,HUIT-MAI-1945 (AVENUE DU),48,
201900000433,12,6,2019,17:30,1,93,93027,2,1,2,6,HUGO (AVENUE VICTOR),48,
201900000434,12,6,2019,10:51,1,93,93027,2,1,1,6,FERRY (RUE JULES),48,
201900000435,8,6,2019,15:00,1,93,93027,2,2,1,3,VAILLANT-COUTURIER (AVENUE PAUL),48,
201900000436,7,6,2019,14:00,1,93,93027,2,3,1,3,BERRI (RUE DU),48,
201900000437,15,6,2019,18:30,1,93,93047,2,3,1,3,JEAN JAURES (AVENUE),48,
201900000438,13,6,2019,21:50,1,93,93047,2,1,1,3,EUROPE (BOULEVARD DE L'),48,
201900000439,10,6,2019,20:40,1,93,93047,2,3,1,1,COUBRON  (VIEUX CHEMIN DE),48,
201900000440,7,6,2019,15:10,1,93,93047,2,1,1,1,VAUQUELIN   (AVENUE),48,
201900000441,2,6,2019,23:05,5,93,93047,2,1,1,6,CALMETTE (RUE DU DR),48,
201900000442,1,6,2019,19:20,1,93,93047,2,2,1,3,GENERAL DE GAULLE (RUE DU),48,
201900000443,18,6,2019,19:15,1,93,93057,2,1,1,3,CASANOVA (AL. DANIELLE) 1 A 98,48,
201900000444,18,6,2019,19:30,1,93,93057,2,9,1,3,JAURES (AV. JEAN) 1 A 123,48,
201900000445,15,6,2019,15:50,1,93,93010,2,1,1,6,RENONCULES (AL. DES),48,
201900000446,14,6,2019,10:15,1,93,93010,2,1,1,1,QUATORZE-JUILLET (AV. DU),48,
201900000447,12,6,2019,18:30,1,93,93057,2,9,2,3,BARBUSSE ( AL. HENRI),48,
201900000448,9,6,2019,6:30,2,93,93057,2,1,1,3,BRIAND ( AV. ARISTIDE) 238 A 308,48,
201900000449,6,6,2019,21:30,2,93,93010,2,1,1,1,GALLIENI (AV.) DE 111 A 175,48,
201900000450,6,6,2019,3:56,5,93,93010,2,3,1,3,GALLIENI (AV.) DE 111 A 175,48,
201900000451,3,6,2019,10:40,1,93,93010,2,1,2,3,GALLIENI (AV.) DE 177 A 211,48,
201900000452,2,6,2019,19:20,1,93,93010,2,1,1,1,BUISSON (AV. SUZANNE),48,
201900000453,16,6,2019,6:15,1,93,93008,2,1,1,6,VAILLANT COUTURIER (AVENUE PAUL),48,
201900000454,15,6,2019,19:50,1,93,93008,2,6,1,2,PARIS (RUE DE),48,
201900000455,15,6,2019,22:07,5,93,93007,2,9,1,1,8 MAI 45 (AVENUE DU 1 AU 182),48,
201900000456,15,6,2019,11:50,1,93,93007,2,3,1,3,DIDEROT,48,
201900000457,14,6,2019,15:20,1,93,93007,2,3,1,3,PLISSON (AVENUE),48,
201900000458,11,6,2019,16:05,1,93,93007,2,1,2,2,DE LA REPUBLIQUE (AVENUE),48,
201900000459,5,6,2019,22:40,5,93,93007,2,1,3,1,"""REPUBLIQUE (AVENUE DE LA """"COTE PAIRS""""",48,
201900000460,1,6,2019,11:00,1,93,93007,2,6,7,6,"""DESCARTES (AVENUE """"DU 43AU 180"""")Z2""",48,
201900000461,19,6,2019,15:00,1,93,93005,2,1,1,2,EUROPE (CARREFOUR DE L'),48,
201900000462,18,6,2019,8:20,1,93,93005,2,3,7,6,QUATORZE JUILLET (AVENUE DU),48,
201900000463,17,6,2019,17:30,1,93,93005,2,1,1,4,RAOUL DUFY (AVENUE),48,
201900000464,17,6,2019,13:20,1,93,93005,2,1,7,6,PREFET CHALEIL (CD44) (RUE DU),48,
201900000465,24,10,2019,17:30,2,13,13117,2,6,1,6,RHIN DANUBE ( AVENUE ),43,
201900000466,24,10,2019,18:30,2,13,13208,2,1,1,6,RAYMOND TEISSERE (RUE),43,
201900000467,24,10,2019,20:30,5,13,13215,2,9,1,6,LITTORAL (CHEMIN DU),43,
201900000468,24,10,2019,17:10,1,13,13002,2,3,1,3,SALVATORE ALLENDE (BOULEVARD),43,
201900000469,24,10,2019,18:05,1,13,13209,2,1,1,2,MICHELET (BOULEVARD),43,
201900000470,23,10,2019,21:00,5,13,13002,2,1,3,6,SALVATORE ALLENDE (BOULEVARD),43,
201900000471,12,10,2019,20:10,3,13,13004,1,1,1,6,RTE N113 MARSEILLE A BORBEAUX,43,
201900000472,24,10,2019,16:45,1,3,3185,2,3,1,1,avenue de la République,46,
201900000473,24,10,2019,20:50,5,75,75117,2,4,1,3,BD PERIPHEDIQUE EXTERIEUR,48,
201900000474,23,10,2019,4:50,5,75,75120,2,2,1,3,COURS DE VINCENNES,48,
201900000475,23,10,2019,15:25,1,75,75120,2,2,1,6,RUE DE GUEBRIANT,48,
201900000476,23,10,2019,12:30,1,75,75111,2,2,1,6,BOULEVARD DE CHARONNE,48,
201900000477,24,10,2019,8:35,1,75,75119,2,1,1,2,ROUTE DES PETITS PONTS,48,
201900000478,24,10,2019,8:30,1,75,75118,2,1,1,3,RUE MARX DORMOY,48,
201900000479,24,10,2019,18:05,1,75,75117,2,3,1,3,BOULEVARD DU BOIS LE PRETRE,48,
201900000480,24,10,2019,19:55,5,75,75115,2,2,1,6,RUE OLIVIER DE SERRES,48,
201900000481,24,10,2019,16:00,1,75,75115,2,3,1,3,RUE DE VAUGIRARD,48,
201900000482,24,10,2019,16:35,1,75,75113,2,1,1,3,AVENUE D ITALIE,48,
201900000483,24,10,2019,20:10,5,75,75108,2,7,1,6,PLACE SAINT AUGUSTIN,48,
201900000484,23,10,2019,7:30,2,75,75104,2,2,1,3,RUE MORNAY,48,
201900000485,24,10,2019,19:15,5,75,75104,2,3,8,6,BOULEVARD BEAUMARCHAIS,48,
201900000486,24,10,2019,7:30,2,94,94078,2,3,1,1,CHOISY (AV DE),48,
201900000487,24,10,2019,2:50,5,94,94019,2,3,1,6,LIBERATION (RTE DE LA),48,
201900000488,24,10,2019,13:15,1,93,93073,2,1,1,4,CHAPIT RE ( RUE DU),49,
201900000489,24,10,2019,13:00,1,93,93070,2,1,1,3,MICHELET(AV):N°1AU 103,48,
201900000490,23,10,2019,17:46,1,93,93070,2,9,2,2,MICHELET(AV):N°1AU 103,48,
201900000491,21,10,2019,18:25,1,93,93066,2,9,1,6,RIMET JULES,48,
201900000492,24,10,2019,12:15,1,93,93077,2,1,1,6,NEUILLY (RUE DE),48,
201900000493,24,10,2019,19:05,5,93,93051,2,1,2,6,DOCTEUR SUREAU,48,
201900000494,24,10,2019,17:00,1,93,93063,2,1,1,1,REPUBLIQUE RUE DE LA,48,
201900000495,24,10,2019,22:15,5,93,93027,2,1,1,1,CACHIN (AVENUE MARCEL),48,
201900000496,24,10,2019,17:10,1,93,93010,2,1,1,6,GALLIENI (AV.) CONFORAMA 53,48,
201900000497,23,10,2019,17:09,1,92,92072,2,1,2,3,VILLE D'AVRAY (RUE DE ),48,
201900000498,24,10,2019,18:25,1,92,92064,2,1,1,6,DAILLY,48,
201900000499,24,10,2019,9:30,1,92,92076,2,1,1,6,CAZES,48,
201900000500,24,10,2019,19:25,5,92,92051,2,3,1,3,CHATEAU (RUE DU),48,
201900000501,24,10,2019,20:00,5,92,92050,2,3,1,5,PICASSO PABLO AVENUE,48,
201900000502,23,10,2019,19:20,5,92,92049,2,1,8,3,BRIAND AVENUE ARISTIDE AUTRES N°,48,
201900000503,23,10,2019,15:00,1,92,92049,2,1,2,7,BROSSOLETTE AVENUE PIERRE,48,
201900000504,7,7,2019,4:10,1,92,92044,2,4,1,6,TREZEL(RUE) 1A13 ET 2A10,48,
201900000505,24,10,2019,15:20,1,92,92036,2,3,1,6,LAURENT CELY (AVENUE) (145/329),48,
201900000506,21,10,2019,15:10,1,92,92036,2,6,1,3,PRINCIPALE DU PORT (ROUTE) (1/17),48,
201900000507,24,10,2019,16:00,1,92,92026,2,9,1,1,MISSION MARCHAND (COTE PAIR),48,
201900000508,24,10,2019,19:00,2,92,92012,2,1,1,6,VIEUX PONT DE SEVRES (RUE DU) 100/170 -,48,
201900000509,25,10,2019,13:30,1,54,54364,1,1,1,3,D331,48,
201900000510,24,10,2019,6:15,3,1,1333,1,1,1,3,D4,45,
201900000511,18,10,2019,18:36,3,68,68020,1,4,3,4,D39,47,
201900000512,25,10,2019,9:50,1,22,22389,1,1,2,4,Yffiniac,48,
201900000513,25,10,2019,16:40,1,50,50363,1,1,1,6,La Longue Rue -mesnil Opac,49,
201900000514,24,10,2019,19:10,4,30,30047,1,1,1,3,D135,43,
201900000515,24,10,2019,15:40,1,57,57330,2,2,1,3,31 Rue de la Source,49,
201900000516,25,10,2019,5:00,3,51,51588,1,1,1,1,RD 3,49,
201900000517,24,10,2019,18:40,1,56,56193,1,4,1,1,4 Rue Pierre-marie Jaffré,47,
201900000518,24,10,2019,11:40,1,76,76318,1,2,1,3,905 Route de Grandcamp,49,
201900000519,24,10,2019,21:35,3,32,32148,1,1,2,6,N124,43,
201900000520,5,3,2019,17:40,1,11,11085,2,1,1,1,impasse du chateau d eau,43,
201900000521,22,10,2019,12:40,1,71,71014,2,3,8,1,Rue de Planoise,46,
201900000522,25,10,2019,8:00,5,61,61494,2,2,2,6,Rue Louis Guene,48,
201900000523,25,10,2019,8:33,2,47,47021,2,1,5,1,53 Route des Martinets,44,
201900000524,25,10,2019,14:25,1,39,39326,1,1,1,1,N/A,46,
201900000525,24,10,2019,17:30,1,38,38463,2,3,1,3,Le Village,45,
201900000526,11,10,2019,16:40,1,38,38039,2,1,1,1,685 Chemin du Vivier,45,
201900000527,25,10,2019,9:00,1,3,3108,1,1,1,7,N/A,46,
201900000528,24,10,2019,14:40,1,3,3082,2,2,1,3,rue Aujame,46,
201900000529,24,10,2019,10:50,1,15,15253,1,1,1,6,D9,45,
201900000530,25,10,2019,11:50,1,1,1093,1,3,1,1,1 Lotissement Domaine Berthaud,46,
201900000531,24,10,2019,21:50,3,58,58273,1,1,1,7,rd 981 pr6+600,46,
201900000532,25,10,2019,9:25,1,58,58095,2,1,7,6,2 Place du Champ de Foire,46,
201900000533,24,10,2019,14:15,1,66,66124,2,4,1,6,1 Avenue d'Espagne,42,
201900000534,22,10,2019,13:28,1,50,50376,2,3,1,7,la maladrie,49,
201900000535,25,10,2019,17:30,1,50,50297,1,1,1,6,La Germainerie,49,
201900000536,24,10,2019,19:23,3,60,60238,1,1,1,6,D1017,49,
201900000537,21,10,2019,11:20,1,18,18118,1,1,8,2,Rue des Mares,47,
201900000538,25,10,2019,17:25,1,4,4004,1,1,1,7,RD 111,43,
201900000539,25,10,2019,17:00,1,4,4116,1,1,1,2,RD 4,44,
201900000540,20,10,2019,8:00,2,27,27091,2,1,1,6,9 Cité du Beau Soleil,49,
201900000541,25,10,2019,7:50,2,23,23093,1,1,1,6,D997,46,
201900000542,25,10,2019,10:35,1,37,37218,1,1,8,7,Départementale 41 PK/ PR:12+500,46,
201900000543,25,10,2019,7:30,3,24,24035,1,1,5,3,D53,44,
201900000544,24,10,2019,16:00,1,30,30036,1,1,1,2,Route Nationale 113,43,
201900000545,24,10,2019,14:15,1,35,35206,2,1,1,6,17 Rue Paul Valéry,48,
201900000546,28,11,2019,19:28,5,13,13211,2,1,1,1,PARETTE (PLACE DE LA),43,
201900000547,28,11,2019,9:20,1,13,13209,2,1,1,6,JOSEPH AIGUIER (CHEMIN),43,
201900000548,29,11,2019,7:20,2,13,13005,1,3,1,3,PALUDS (AVENUE DES),43,
201900000549,28,11,2019,11:05,1,11,11262,2,1,1,6,FERROUL (BOULEVARD DU DOCTEUR),43,
201900000550,29,11,2019,16:15,1,10,10325,1,1,8,4,ROCADE OUEST (RD 610),48,
201900000551,29,11,2019,21:50,4,7,7316,1,1,2,6,LONES (PONT DES),44,
201900000552,30,11,2019,0:05,5,6,6088,2,3,1,6,ANGLAIS (DU N° 45 AU N° 112),43,
201900000553,29,11,2019,12:00,1,6,6088,2,1,1,2,CIMIEZ (BD) A PARTIR DU 16-17,43,
201900000554,29,11,2019,1:25,5,5,5061,1,6,1,7,plaine de lachaup,44,
201900000555,29,11,2019,19:40,5,3,3190,2,1,1,6,route de Clermont,46,
201900000556,29,11,2019,17:00,1,75,75112,2,1,1,3,BD PERIPHERIQUE EXTERIEUR,48,
201900000557,28,11,2019,9:20,1,75,75112,2,1,1,4,RUE DE DIJON,48,
201900000558,29,11,2019,19:26,5,75,75105,2,2,1,6,BOULEVARD SAINT MARCEL,48,
201900000559,27,11,2019,13:20,1,75,75106,2,4,2,3,BOULEVARD SAINT MICHEL,48,
201900000560,29,11,2019,14:50,1,75,75117,2,1,1,3,AVENUE DE VILLIERS,48,
201900000561,28,11,2019,10:35,1,75,75117,2,1,1,3,BOULEVARD DE COURCELLES,48,
201900000562,28,11,2019,16:25,1,75,75108,2,4,8,6,AVENUE MARCEAU,48,
201900000563,29,11,2019,19:30,5,75,75112,2,1,8,6,BOULEVARD DIDEROT,48,
201900000564,29,11,2019,8:00,1,75,75112,2,1,2,3,AVENUE LEDRU ROLLIN,48,
201900000565,29,11,2019,9:00,1,75,75111,2,1,8,6,RUE DE CRUSSOL,48,
201900000566,29,11,2019,19:05,5,75,75108,2,2,1,6,COURS LA REINE,48,
201900000567,29,11,2019,12:00,1,75,75108,2,1,1,7,RUE DE COURCELLES,48,
201900000568,29,11,2019,9:30,1,75,75108,2,3,2,2,AVENUE MARCEAU,48,
201900000569,29,11,2019,13:45,1,75,75102,2,3,2,6,RUE SAINT DENIS,48,
201900000570,28,11,2019,23:20,5,75,75101,2,2,2,3,PLACE DU CARROUSEL,48,
201900000571,28,11,2019,0:05,5,94,94068,2,1,2,1,BAC (AV DU),48,
201900000572,29,11,2019,21:00,5,94,94042,2,1,1,6,JEAN MERMOZ (R),48,
201900000573,28,11,2019,13:20,1,94,94046,2,2,8,3,JEAN JAURES (R),48,
201900000574,29,11,2019,18:20,5,94,94076,2,1,1,3,MAXIME GORKI (R),48,
201900000575,28,11,2019,12:50,1,94,94065,2,2,1,3,STRASBOURG (RUE DE),48,
201900000576,29,11,2019,10:40,1,94,94028,2,6,2,3,POMPADOUR(CARREFOUR),48,
201900000577,29,11,2019,7:55,5,94,94028,2,3,2,6,FALKIRK(RUE),48,
201900000578,28,11,2019,21:15,5,94,94011,2,9,1,3,BOISSY.(AVENUE DE),48,
201900000579,29,11,2019,20:15,4,94,94022,2,1,1,3,VICTOR HUGO (AV),48,
201900000580,29,11,2019,16:30,4,94,94054,2,3,1,3,MARECHAL FOCH (R DU),48,
201900000581,29,11,2019,9:00,1,94,94022,2,9,2,6,VICTOR HUGO (AV),48,
201900000582,29,11,2019,14:50,1,93,93048,2,1,2,3,IRENEE LECOQ (RUE),48,
201900000583,28,11,2019,10:20,1,93,93005,2,1,8,6,SAVIGNY (AVENUE DE),48,
201900000584,11,3,2019,23:45,5,92,92078,2,9,1,6,GALLIENI (BD) (1 A 79 ET 22 A 102),48,
201900000585,11,4,2019,18:10,1,92,92078,2,9,1,6,ROGER MARTIN DU GARD (SQUARE),48,
201900000586,27,11,2019,12:00,1,92,92078,2,9,1,6,CHEMIN VERT (ALLEE),48,
201900000587,29,11,2019,20:50,5,92,92073,2,1,8,3,BAS ROGERS (RUE DES),48,
